product,LPA3 NAVAIR
threshold32_14_sz, 18
threshold32_15_sz, 19
threshold32_16_sz, 20
threshold32_17_sz, 21
threshold32_18_sz, 22
threshold32_19_sz, 23
threshold32_20_sz, 24
threshold32_21_sz, 25
threshold32_22_sz, 26
threshold32_23_sz, 27
threshold32_24_sz, 28
threshold32_25_sz, 29
threshold32_26_sz, 30
threshold32_27_sz, 38
threshold32_28_sz, 50
threshold32_29_sz, 70
threshold32_30_sz, 70
threshold32_31_sz, 70
MEASURED PARAMETERS
verification_count_1_0,1371556
verification_count_1_1,556635
verification_count_1_2,43358
verification_count_1_3,11587
verification_count_1_4,5349
verification_count_1_5,303
verification_count_1_6,71
verification_count_1_7,11
verification_count_2_0,1383540
verification_count_2_1,561360
verification_count_2_2,43596
verification_count_2_3,11593
verification_count_2_4,5519
verification_count_2_5,298
verification_count_2_6,35
verification_count_2_7,5
verification_count_3_0,1374693
verification_count_3_1,559824
verification_count_3_2,43346
verification_count_3_3,12087
verification_count_3_4,5736
verification_count_3_5,309
verification_count_3_6,29
verification_count_3_7,11
reference_count_0,1.3663e+06
reference_count_1,561616
reference_count_2,43836.5
reference_count_3,12180
reference_count_4,5782.61
reference_count_5,358.648
reference_count_6,67.5375
reference_count_7,11.6444
verification_count32_1_0,13715.6
verification_count32_1_1,8500.7
verification_count32_1_2,5566.35
verification_count32_1_3,3881.58
verification_count32_1_4,2634.21
verification_count32_1_5,1835.91
verification_count32_1_6,1305.46
verification_count32_1_7,943.781
verification_count32_1_8,701.491
verification_count32_1_9,545.882
verification_count32_1_10,433.584
verification_count32_1_11,346.665
verification_count32_1_12,285.005
verification_count32_1_13,237.286
verification_count32_1_14,199.098
verification_count32_1_15,171.098
verification_count32_1_16,142.443
verification_count32_1_17,115.873
verification_count32_1_18,95.3194
verification_count32_1_19,78.7576
verification_count32_1_20,65.7108
verification_count32_1_21,53.498
verification_count32_1_22,41.4639
verification_count32_1_23,33.0639
verification_count32_1_24,25.8554
verification_count32_1_25,21.2681
verification_count32_1_26,16.8
verification_count32_1_27,3.0383
verification_count32_1_28,0.714895
verification_count32_1_29,0.119149
verification_count32_1_30,0.119149
verification_count32_1_31,0.119149
verification_count32_2_0,13835.4
verification_count32_2_1,8579.02
verification_count32_2_2,5613.61
verification_count32_2_3,3917.45
verification_count32_2_4,2664.05
verification_count32_2_5,1863.35
verification_count32_2_6,1331.9
verification_count32_2_7,957.457
verification_count32_2_8,711.998
verification_count32_2_9,549.809
verification_count32_2_10,435.961
verification_count32_2_11,350.843
verification_count32_2_12,286.945
verification_count32_2_13,238.425
verification_count32_2_14,201.589
verification_count32_2_15,170.653
verification_count32_2_16,142.757
verification_count32_2_17,115.934
verification_count32_2_18,97.4564
verification_count32_2_19,80.8858
verification_count32_2_20,68.0108
verification_count32_2_21,55.1955
verification_count32_2_22,42.3205
verification_count32_2_23,34.5121
verification_count32_2_24,27.4189
verification_count32_2_25,22.7696
verification_count32_2_26,17.5839
verification_count32_2_27,2.98032
verification_count32_2_28,0.357638
verification_count32_2_29,0.0596063
verification_count32_2_30,0.0596063
verification_count32_2_31,0.0596063
verification_count32_3_0,13746.9
verification_count32_3_1,8510.83
verification_count32_3_2,5598.25
verification_count32_3_3,3912.12
verification_count32_3_4,2682.93
verification_count32_3_5,1872.12
verification_count32_3_6,1325.11
verification_count32_3_7,961.945
verification_count32_3_8,712.091
verification_count32_3_9,550.942
verification_count32_3_10,433.462
verification_count32_3_11,350.237
verification_count32_3_12,288.339
verification_count32_3_13,240.203
verification_count32_3_14,203.863
verification_count32_3_15,174.195
verification_count32_3_16,145.957
verification_count32_3_17,120.876
verification_count32_3_18,100.74
verification_count32_3_19,83.7614
verification_count32_3_20,70.7742
verification_count32_3_21,57.37
verification_count32_3_22,44.4424
verification_count32_3_23,35.8637
verification_count32_3_24,27.4041
verification_count32_3_25,22.102
verification_count32_3_26,18.051
verification_count32_3_27,3.09786
verification_count32_3_28,0.297871
verification_count32_3_29,0.119148
verification_count32_3_30,0.119148
verification_count32_3_31,0.119148
reference_count32_0,13663
reference_count32_1,8559.47
reference_count32_2,5616.16
reference_count32_3,3899.92
reference_count32_4,2667.9
reference_count32_5,1841.35
reference_count32_6,1320.31
reference_count32_7,960.034
reference_count32_8,716.34
reference_count32_9,556.206
reference_count32_10,438.365
reference_count32_11,351.777
reference_count32_12,291.343
reference_count32_13,243.252
reference_count32_14,207.177
reference_count32_15,176.459
reference_count32_16,147.977
reference_count32_17,121.8
reference_count32_18,100.654
reference_count32_19,82.978
reference_count32_20,70.4952
reference_count32_21,57.8261
reference_count32_22,45.4132
reference_count32_23,36.6333
reference_count32_24,29.4836
reference_count32_25,24.4998
reference_count32_26,19.7722
reference_count32_27,3.58648
reference_count32_28,0.675375
reference_count32_29,0.116444
reference_count32_30,0.116444
reference_count32_31,0.116444
Measured Counter Data
pump_current_sampling,25
pump_current_emptying,261
led_level,10874
no_noise_threshold,34
CALIBRATION DOCUMENT VALUES
date_,46163.4
serial_number_,63010054
    RIG PARAMETERS
meas_init_level,0
calc_init_volume,0
desired_concentration,16
calc_qty_add,0
meas_qty_add,0
meas_final_level,0
calc_volume,0
calc_concentration,16
rig_param_volume_mult,-1
rig_param_volume_constant,0
rig_param_identifier,00303
rig_cleanliness_count,0
