product,LPA3 NAVAIR
threshold32_14_sz, 18
threshold32_15_sz, 19
threshold32_16_sz, 20
threshold32_17_sz, 21
threshold32_18_sz, 22
threshold32_19_sz, 23
threshold32_20_sz, 24
threshold32_21_sz, 25
threshold32_22_sz, 26
threshold32_23_sz, 27
threshold32_24_sz, 28
threshold32_25_sz, 29
threshold32_26_sz, 30
threshold32_27_sz, 38
threshold32_28_sz, 50
threshold32_29_sz, 70
threshold32_30_sz, 70
threshold32_31_sz, 70
MEASURED PARAMETERS
verification_count_1_0,1351669
verification_count_1_1,557606
verification_count_1_2,43532
verification_count_1_3,11816
verification_count_1_4,5682
verification_count_1_5,298
verification_count_1_6,67
verification_count_1_7,6
verification_count_2_0,1362105
verification_count_2_1,562183
verification_count_2_2,44620
verification_count_2_3,12932
verification_count_2_4,6225
verification_count_2_5,396
verification_count_2_6,85
verification_count_2_7,18
verification_count_3_0,1363347
verification_count_3_1,563341
verification_count_3_2,44382
verification_count_3_3,12303
verification_count_3_4,5727
verification_count_3_5,341
verification_count_3_6,73
verification_count_3_7,6
reference_count_0,1.3663e+06
reference_count_1,561616
reference_count_2,43836.5
reference_count_3,12180
reference_count_4,5782.61
reference_count_5,358.648
reference_count_6,67.5375
reference_count_7,11.6444
verification_count32_1_0,13516.7
verification_count32_1_1,8456.25
verification_count32_1_2,5576.06
verification_count32_1_3,3893.09
verification_count32_1_4,2669.96
verification_count32_1_5,1818.75
verification_count32_1_6,1302.58
verification_count32_1_7,954.312
verification_count32_1_8,716.831
verification_count32_1_9,556.357
verification_count32_1_10,435.33
verification_count32_1_11,346.923
verification_count32_1_12,286.318
verification_count32_1_13,237.785
verification_count32_1_14,202.483
verification_count32_1_15,171.205
verification_count32_1_16,145.232
verification_count32_1_17,118.161
verification_count32_1_18,99.8088
verification_count32_1_19,82.1274
verification_count32_1_20,69.8113
verification_count32_1_21,56.8246
verification_count32_1_22,44.6305
verification_count32_1_23,37.0701
verification_count32_1_24,30.4243
verification_count32_1_25,24.5711
verification_count32_1_26,19.6325
verification_count32_1_27,2.98756
verification_count32_1_28,0.670676
verification_count32_1_29,0.0609706
verification_count32_1_30,0.0609706
verification_count32_1_31,0.0609706
verification_count32_2_0,13621.1
verification_count32_2_1,8533.55
verification_count32_2_2,5621.84
verification_count32_2_3,3923.75
verification_count32_2_4,2688.89
verification_count32_2_5,1843.04
verification_count32_2_6,1326.47
verification_count32_2_7,972.3
verification_count32_2_8,721.215
verification_count32_2_9,561.433
verification_count32_2_10,446.205
verification_count32_2_11,363.201
verification_count32_2_12,299.972
verification_count32_2_13,254.992
verification_count32_2_14,218.311
verification_count32_2_15,188.467
verification_count32_2_16,158.439
verification_count32_2_17,129.327
verification_count32_2_18,107.111
verification_count32_2_19,88.8625
verification_count32_2_20,76.1679
verification_count32_2_21,62.2526
verification_count32_2_22,48.5204
verification_count32_2_23,39.1215
verification_count32_2_24,30.8822
verification_count32_2_25,26.2437
verification_count32_2_26,21.2391
verification_count32_2_27,3.96708
verification_count32_2_28,0.854448
verification_count32_2_29,0.183096
verification_count32_2_30,0.183096
verification_count32_2_31,0.183096
verification_count32_3_0,13633.5
verification_count32_3_1,8535.97
verification_count32_3_2,5633.41
verification_count32_3_3,3923.99
verification_count32_3_4,2682.38
verification_count32_3_5,1837.71
verification_count32_3_6,1325.25
verification_count32_3_7,976.31
verification_count32_3_8,725.791
verification_count32_3_9,563.195
verification_count32_3_10,443.827
verification_count32_3_11,359.995
verification_count32_3_12,293.382
verification_count32_3_13,246.611
verification_count32_3_14,210.587
verification_count32_3_15,181.219
verification_count32_3_16,151.789
verification_count32_3_17,123.031
verification_count32_3_18,101.966
verification_count32_3_19,83.3436
verification_count32_3_20,71.4373
verification_count32_3_21,57.272
verification_count32_3_22,42.7403
verification_count32_3_23,34.4975
verification_count32_3_24,27.4759
verification_count32_3_25,22.5302
verification_count32_3_26,16.8519
verification_count32_3_27,3.41922
verification_count32_3_28,0.732691
verification_count32_3_29,0.0610575
verification_count32_3_30,0.0610575
verification_count32_3_31,0.0610575
reference_count32_0,13663
reference_count32_1,8559.47
reference_count32_2,5616.16
reference_count32_3,3899.92
reference_count32_4,2667.9
reference_count32_5,1841.35
reference_count32_6,1320.31
reference_count32_7,960.034
reference_count32_8,716.34
reference_count32_9,556.206
reference_count32_10,438.365
reference_count32_11,351.777
reference_count32_12,291.343
reference_count32_13,243.252
reference_count32_14,207.177
reference_count32_15,176.459
reference_count32_16,147.977
reference_count32_17,121.8
reference_count32_18,100.654
reference_count32_19,82.978
reference_count32_20,70.4952
reference_count32_21,57.8261
reference_count32_22,45.4132
reference_count32_23,36.6333
reference_count32_24,29.4836
reference_count32_25,24.4998
reference_count32_26,19.7722
reference_count32_27,3.58648
reference_count32_28,0.675375
reference_count32_29,0.116444
reference_count32_30,0.116444
reference_count32_31,0.116444
Measured Counter Data
pump_current_sampling,43
pump_current_emptying,295
led_level,13349
no_noise_threshold,32
CALIBRATION DOCUMENT VALUES
date_,46163.4
serial_number_,63010046
    RIG PARAMETERS
meas_init_level,0
calc_init_volume,0
desired_concentration,16
calc_qty_add,0
meas_qty_add,0
meas_final_level,0
calc_volume,0
calc_concentration,16
rig_param_volume_mult,-1
rig_param_volume_constant,0
rig_param_identifier,00303
rig_cleanliness_count,0
