product,LPA3 NAVAIR
threshold32_14_sz, 18
threshold32_15_sz, 19
threshold32_16_sz, 20
threshold32_17_sz, 21
threshold32_18_sz, 22
threshold32_19_sz, 23
threshold32_20_sz, 24
threshold32_21_sz, 25
threshold32_22_sz, 26
threshold32_23_sz, 27
threshold32_24_sz, 28
threshold32_25_sz, 29
threshold32_26_sz, 30
threshold32_27_sz, 38
threshold32_28_sz, 50
threshold32_29_sz, 70
threshold32_30_sz, 70
threshold32_31_sz, 70
MEASURED PARAMETERS
verification_count_1_0,1188324
verification_count_1_1,502206
verification_count_1_2,38101
verification_count_1_3,10562
verification_count_1_4,5342
verification_count_1_5,392
verification_count_1_6,89
verification_count_1_7,4
verification_count_2_0,1193614
verification_count_2_1,503502
verification_count_2_2,38089
verification_count_2_3,11359
verification_count_2_4,5835
verification_count_2_5,359
verification_count_2_6,33
verification_count_2_7,9
verification_count_3_0,1199000
verification_count_3_1,505329
verification_count_3_2,38422
verification_count_3_3,11388
verification_count_3_4,5930
verification_count_3_5,453
verification_count_3_6,47
verification_count_3_7,0
reference_count_0,1.18132e+06
reference_count_1,501618
reference_count_2,38258.4
reference_count_3,10950.3
reference_count_4,5531.48
reference_count_5,394.301
reference_count_6,78.8601
reference_count_7,10.962
verification_count32_1_0,11883.2
verification_count32_1_1,7489.48
verification_count32_1_2,5022.07
verification_count32_1_3,3528.98
verification_count32_1_4,2397.78
verification_count32_1_5,1635.46
verification_count32_1_6,1175.32
verification_count32_1_7,840.499
verification_count32_1_8,618.53
verification_count32_1_9,475.447
verification_count32_1_10,381.019
verification_count32_1_11,305.911
verification_count32_1_12,256.028
verification_count32_1_13,214.506
verification_count32_1_14,179.078
verification_count32_1_15,154.845
verification_count32_1_16,131.462
verification_count32_1_17,105.623
verification_count32_1_18,88.7123
verification_count32_1_19,72.9349
verification_count32_1_20,62.5899
verification_count32_1_21,53.4258
verification_count32_1_22,43.8365
verification_count32_1_23,36.5619
verification_count32_1_24,30.3738
verification_count32_1_25,25.5556
verification_count32_1_26,21.7293
verification_count32_1_27,3.92072
verification_count32_1_28,0.897515
verification_count32_1_29,0.0472376
verification_count32_1_30,0.0472376
verification_count32_1_31,0.0472376
verification_count32_2_0,11936.1
verification_count32_2_1,7527.96
verification_count32_2_2,5035.02
verification_count32_2_3,3533.84
verification_count32_2_4,2405.34
verification_count32_2_5,1631.78
verification_count32_2_6,1166.02
verification_count32_2_7,836.162
verification_count32_2_8,620.648
verification_count32_2_9,477.429
verification_count32_2_10,380.894
verification_count32_2_11,308.647
verification_count32_2_12,261.679
verification_count32_2_13,220.759
verification_count32_2_14,187.919
verification_count32_2_15,161.128
verification_count32_2_16,138.211
verification_count32_2_17,113.593
verification_count32_2_18,96.96
verification_count32_2_19,81.6505
verification_count32_2_20,68.0421
verification_count32_2_21,58.3556
verification_count32_2_22,45.8812
verification_count32_2_23,37.6594
verification_count32_2_24,31.6585
verification_count32_2_25,25.9411
verification_count32_2_26,21.3104
verification_count32_2_27,3.59111
verification_count32_2_28,0.33076
verification_count32_2_29,0.0945029
verification_count32_2_30,0.0945029
verification_count32_2_31,0.0945029
verification_count32_3_0,11990
verification_count32_3_1,7575.69
verification_count32_3_2,5053.29
verification_count32_3_3,3558.21
verification_count32_3_4,2418.1
verification_count32_3_5,1638.78
verification_count32_3_6,1184.15
verification_count32_3_7,849.351
verification_count32_3_8,626.783
verification_count32_3_9,481.239
verification_count32_3_10,384.226
verification_count32_3_11,309.989
verification_count32_3_12,262.215
verification_count32_3_13,224.364
verification_count32_3_14,190.483
verification_count32_3_15,164.682
verification_count32_3_16,140.204
verification_count32_3_17,113.883
verification_count32_3_18,96.3045
verification_count32_3_19,80.9468
verification_count32_3_20,69.6058
verification_count32_3_21,59.3043
verification_count32_3_22,47.4907
verification_count32_3_23,40.5443
verification_count32_3_24,34.4485
verification_count32_3_25,29.4395
verification_count32_3_26,24.2415
verification_count32_3_27,4.53643
verification_count32_3_28,0.472544
verification_count32_3_29,0
verification_count32_3_30,0
verification_count32_3_31,0
reference_count32_0,11813.2
reference_count32_1,7564.6
reference_count32_2,5016.18
reference_count32_3,3528.2
reference_count32_4,2407.15
reference_count32_5,1633.19
reference_count32_6,1169.05
reference_count32_7,840.311
reference_count32_8,619.052
reference_count32_9,479.132
reference_count32_10,382.584
reference_count32_11,309.808
reference_count32_12,260.464
reference_count32_13,220.696
reference_count32_14,186.786
reference_count32_15,160.762
reference_count32_16,135.639
reference_count32_17,109.503
reference_count32_18,92.6043
reference_count32_19,77.8462
reference_count32_20,66.0172
reference_count32_21,55.3148
reference_count32_22,44.1617
reference_count32_23,37.2896
reference_count32_24,30.3048
reference_count32_25,25.4606
reference_count32_26,21.0669
reference_count32_27,3.94301
reference_count32_28,0.788601
reference_count32_29,0.10962
reference_count32_30,0.10962
reference_count32_31,0.10962
Measured Counter Data
pump_current_sampling,18
pump_current_emptying,252
led_level,12394
no_noise_threshold,34
CALIBRATION DOCUMENT VALUES
date_,46162.6
serial_number_,63010049
    RIG PARAMETERS
meas_init_level,0
calc_init_volume,0
desired_concentration,16
calc_qty_add,0
meas_qty_add,0
meas_final_level,0
calc_volume,0
calc_concentration,16
rig_param_volume_mult,-1
rig_param_volume_constant,0
rig_param_identifier,00303
rig_cleanliness_count,0
